NUMCOM;GROUP;NAME;SNAME;M1;S1;G1;C1;N1;M2;S2;G2;C2;N2;NETNAME;BUT1;BUT2;BUT3;SV1;SV2;SV3;M_WARN;M_DRAW;M_CLEAR;M_FINISH;TIMEOUT;NEXTCOM;SUBCOM;KART;GRL_NAME;GRL_SV;GRL_MARSH;Код ПУ;Код ПУ аналоговый;TS
29026;Отмена маневровых маршрутов;По светофору Ч1;ОМЧ1;0;9;4;2;0;0;0;0;0;0;MOGDI;9;0;0;;@свтмЧ1;;;_USTR(мЧ1->Миг-е=1);_USTR(мЧ1->Миг-е=0);;0;0;;0;;;0; 0x0402;0;
29027;Отмена маневровых маршрутов;По светофору Ч3;ОМЧ3;0;9;4;3;0;0;0;0;0;0;MOGDI;9;0;0;;@свтмЧ3;;;_USTR(мЧ3->Миг-е=1);_USTR(мЧ3->Миг-е=0);;0;0;;0;;;0; 0x0403;0;
29028;Отмена маневровых маршрутов;По светофору М2;ОММ2;0;9;4;4;0;0;0;0;0;0;MOGDI;9;0;0;;@свтМ2;;;_USTR(М2->Миг-е=1);_USTR(М2->Миг-е=0);;0;0;;0;;;0; 0x0404;0;
29029;Отмена маневровых маршрутов;По светофору Н1;ОМН1;0;9;4;5;0;0;0;0;0;0;MOGDI;9;0;0;;@свтмН1;;;_USTR(мН1->Миг-е=1);_USTR(мН1->Миг-е=0);;0;0;;0;;;0; 0x0405;0;
29030;Отмена маневровых маршрутов;По светофору Н3;ОМН3;0;9;4;6;0;0;0;0;0;0;MOGDI;9;0;0;;@свтмН3;;;_USTR(мН3->Миг-е=1);_USTR(мН3->Миг-е=0);;0;0;;0;;;0; 0x0406;0;
29031;Отмена маневровых маршрутов;По светофору М4;ОММ4;0;9;4;7;0;0;0;0;0;0;MOGDI;9;0;0;;@свтМ4;;;_USTR(М4->Миг-е=1);_USTR(М4->Миг-е=0);;0;0;;0;;;0; 0x0407;0;
29032;Индивидуальный перевод стрелок;Индивидуальный перевод стрелки 1 в плюс;ИПС1П;0;9;7;1;0;0;0;0;0;0;MOGDI;1023;0;1031;;@стр1;;;_USTR(1->_UPol=1);_USTR(1->_UPol=0);;0;0;;0;;;0; 0x0701;0;
29033;Индивидуальный перевод стрелок;Индивидуальный перевод стрелки 1 в минус;ИПС1М;0;9;7;2;0;0;0;0;0;0;MOGDI;1023;0;1032;;@стр1;;;_USTR(1->_UPol=2);_USTR(1->_UPol=0);;0;0;;0;;;0; 0x0702;0;
29034;Индивидуальный перевод стрелок;Индивидуальный перевод стрелки 4 в плюс;ИПС4П;0;9;7;3;0;0;0;0;0;0;MOGDI;1023;0;1031;;@стр4;;;_USTR(4->_UPol=1);_USTR(4->_UPol=0);;0;0;;0;;;0; 0x0703;0;
29035;Индивидуальный перевод стрелок;Индивидуальный перевод стрелки 4 в минус;ИПС4М;0;9;7;4;0;0;0;0;0;0;MOGDI;1023;0;1032;;@стр4;;;_USTR(4->_UPol=2);_USTR(4->_UPol=0);;0;0;;0;;;0; 0x0704;0;
