NUMCOM;GROUP;NAME;SNAME;M1;S1;G1;C1;N1;M2;S2;G2;C2;N2;NETNAME;BUT1;BUT2;BUT3;SV1;SV2;SV3;M_WARN;M_DRAW;M_CLEAR;M_FINISH;TIMEOUT;NEXTCOM;SUBCOM;KART;GRL_NAME;GRL_SV;GRL_MARSH;Код ПУ;Код ПУ аналоговый;TS
21001;Другие команды;Разрешение отправления четного;РОЧ;0;1;11;1;0;0;0;0;0;0;URGAL1;26880;1031;0;@лмпРОЧ;@свтimpuls_busi_0;;;;;;0;0;;0;;;0; 0x0B01;0;
21002;Другие команды;Отмена разрешения отправления четного;ОРОЧ;0;1;11;2;0;0;0;0;0;0;URGAL1;28160;1032;0;@лмпРОЧ;@свтimpuls_busi_1;;;;;;0;0;;0;;;0; 0x0B02;0;
21003;Ответственные команды;ПАСН нечетная горловина Ургал 1 - Чемчуко;ПАСЧО;0;0;0;0;0;0;0;0;0;0;;4608;0;0;;;;;;;;0;21004;22076^22076;1;;;0; 0x0000;0;
21004;Ответственные команды;ОАСН с приема на отправление Ургал 1 - Чемчуко ;НСНЧО;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;0;0;22077;2;;;0; 0x0000;0;
